company,url,description,industry,country,total_funding_m,all_people,all_investors,your_collections,team_tag,expert_collections,esp,company_status,company_id,organization_id,founded_year,competitors,subsidiaries,parent_company,continent,state,city,street,zip_code,latest_funding_round,latest_funding_date,latest_funding_amount_m,latest_funding_simplified_round,latest_funding_investors,market_cap_m,stock_price_dollars,latest_revenue_min_m,latest_revenue_max_m,revenue_time_period,stock_price_1_week_percent_change,latest_revenue_multiple_min,latest_revenue_multiple_max,sector,sub_industry,latest_exit_round,date_of_exit,acquirer,vc_backed
Opn,opn.ooo,"Opn specializes in online payment, blockchain technology for fintech, and digital transformation. Opn connects people, businesses, and society in ways that spread the wealth of financial opportunity and provide fair and open access to a growing economic ecosystem. It was founded in 2013 and is based in Bangkok, Thailand.",Internet Software & Services,Japan,220.40,"Jun Hasegawa (Founder), Ezra Harinsut (CEO), Anuchit Chitpirom (COO), Takaaki Mizuno (CTO), Kazuhiro Koiso (EVP), Max Bodhisuwan (SVP)","East Ventures, 500 Global, Sinar Mas Digital Ventures, True Corporation, Golden Gate Ventures, Ascend Money, SBI Investment, Krungsri Finnovate, 31VENTURES, Global Brain, Nomura Holdings, Aioi Nissay Dowa Insurance, Mirai Creation Fund, SCB 10X, SMBC Venture Capital, SPARX Group, Sumitomo Mitsui Banking Corporation, Toyota Financial Services, Bank of Tokyo-Mitsubishi UFJ, Mars Growth Capital, JIC Venture Growth Investments",,,"Unicorns- Billion Dollar Startups, Blockchain, Payments, Fintech",Online & In-Store Crypto Payments Acceptance (Financial Services),Alive / Active,187910,19394,2013,"2C2P, Adyen, Airwallex, Coda Payments, Flywire, iPay88, Piggipo, Siam Media, Stripe","Paysbuy, Eventpop",,Asia,,Tokyo,"3-1-1 Kyobashi, Chuo-ku, Tokyo Square Garden 12F",1040031,Debt,2022-05-09,120.00,Debt,"Bank of Tokyo-Mitsubishi UFJ, Mars Growth Capital",,,,,,,,,Internet,Payments,,,,Yes
Freeverse.io,freeverse.io,"Freeverse has developed a technology that allows the creation and management of living assets based on blockchain technology. The company is based in Barcelona, Spain, and was founded in 2019.",Asset & Financial Management & Trading Software,Spain,11.40,"Alun Evans (Founder), Toni Mateos (Founder), Athina Sismanidou (Founder), Fernando Estalella (COO)","4Founders Capital, Adara Ventures, David Xicota, Key Wolf, Luis Fernandez, Seedway Ventures, Earlybird Venture Capital, Target Global, HBAR Foundation",,,Blockchain,,Alive / Active,651108,759132,2019,,,,Europe,,Barcelona,,08005,Grant,2022-07-27,,Grant,HBAR Foundation,,,,,,,,,Software (non-internet/mobile),,,,,Yes
Entropy,entropy.xyz,"Entropy is a decentralized crypto custodian. It leverages cryptographic techniques based on multiparty computation to give users a way to deposit and use cryptocurrencies across any blockchain. It allows users to implement their own rules for interacting with the funds, such as time-gated constraints. The company is based in Brooklyn.",Internet Software & Services,United States,26.25,Anders Tuxen (CEO),"Andreessen Horowitz, Coinbase Ventures, Dragonfly, Ethereal Ventures, Inflection Capital, James Prestwich, Naval Ravikant, Robot Ventures, Sabrina Halper, Variant Fund, P2P Capital, The LAO",,,"Blockchain, Fintech",,Alive / Active,760131,885198,,,,,North America,New York,Brooklyn,,,Seed VC,2022-06-08,25.00,Seed VC,"Andreessen Horowitz, Coinbase Ventures, Dragonfly, Ethereal Ventures, Inflection Capital, James Prestwich, Naval Ravikant, Robot Ventures, Sabrina Halper, Variant Fund",,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
nft42,nft42.com,"nft42 is an information technology & services company that builds brands focused on virtual goods and the metaverse. It is the creator of Nameless, a platform providing a way to create, manage, and sell NFTs without any technical knowledge of blockchain or non-fungible tokens.",Asset & Financial Management & Trading Software,United States,15.00,"Tristan Littlefield (Founder), Nathan Hart (Founder), Jimmy McNelis (CEO), Greg Lee (COO), Bart Wyatt (CTO)","Mark Cuban, Cultur3 Capital, D64 Ventures, Delphi Digital, Dez Bryant, Fenbushi Capital, FlamingoDAO, Mechanism Capital, Michael Rubin, Red Beard Ventures, Spartan Group, The LAO, Third Prime Capital, Velvet Sea Ventures, Wursta",,,Blockchain,,Alive / Active,647453,755025,2019,"CXIP, Manifold, Mojito, NiftyKit, Thirdweb",,,North America,Wyoming,Sheridan,30 N. Gould St,82801,Seed VC,2021-08-23,15.00,Seed VC,"Cultur3 Capital, D64 Ventures, Delphi Digital, Dez Bryant, Fenbushi Capital, FlamingoDAO, Mechanism Capital, Michael Rubin, Red Beard Ventures, Spartan Group, The LAO, Third Prime Capital, Velvet Sea Ventures, Wursta",,,,,,,,,Software (non-internet/mobile),,,,,Yes
Virtually Human Studio,vhslab.com,"Virtually Human develops NFT projects and specializes in gaming, art, sports, and digital collectibles. The company's ZED aims to be a provably fair digital horse racing game built on blockchain technology. It allows users to create a legacy by building a star-studded stable of winning racehorses. It allows users to buy, breed, and race the fastest thoroughbreds.",Internet Software & Services,Australia,20.00,"Chris Laurent (Founder), Rob Salha (Founder), Jason Melo (CTO), Geoff Wellman (CTO), Shannon Dix (Chief Marketing Officer)","Andreessen Horowitz, Red Beard Ventures, The Chernin Group",,,Blockchain,,Alive / Active,658891,767768,2019,,"Zed Run, Spectre Studios",,Australia,New South Wales,Sydney,,2000,Series A,2021-07-21,20.00,Series A,"Andreessen Horowitz, Red Beard Ventures, The Chernin Group",,,,,,,,,Internet,Accounting & Finance,,,,Yes
Particle,particlecollection.com,"Particle is combining art and blockchain expertise to build a platform that gives everyone the opportunity to own some of the world’s most sought-after creations through collective participation in the art market. Every work acquired by Particle will be included in the Particle Foundation, a non-profit that will maintain, display, and tour the collection on behalf of the community. The company was founded in 2021 and is based in Reno, Nevada.",E-Commerce,United States,20.55,"Adam Lavine (Founder), Philip Eytan (Founder), Shingo Lavine (Founder), Loïc Gouzer (Founder), Harold Eytan (Managing Director)","Atrum, Voyager Digital",,,Blockchain,,Alive / Active,692252,807256,2021,,,,North America,Nevada,Reno,150 Country Estates Cir.,89511,Unattributed - II,2022-07-15,2.55,Undisclosed,Undisclosed Investors,,,,,,,,,Internet,Marketplace,,,,No
ASTON,aston.company,"ASTON (애스톤) is the developer of a blockchain-based decentralized document authentication platform, with multi-factor authentication on every contact.",E-Commerce,South Korea,9.30,,"Cabernet Capital Corp., Hybridblock",,,Blockchain,,Alive / Active,311238,17019,,,,,Asia,,,,,Corporate Minority,2017-12-26,9.30,Corporate Minority,"Cabernet Capital Corp., Hybridblock",,,,,,,,,Internet,Marketplace,,,,No
PlatON,platon.network,"PlatON is a blockchain computing network service provider. It uses the meta-computing framework Monad and a homogeneous multi-chain architecture based on the Reload overlay network to provide users with computing, storage, and communication services, as well as many basic resources such as computing power, algorithms, and data.",IT Services,Singapore,62.00,James QU (CTO),"Alpine Capital, Hash Capital, OUE, Xinjun Liang, Fundamental Labs, HashKey Capital, SNZ Holding, Youbi Capital",,,"Digital Health, Blockchain, Artificial Intelligence",,Alive / Active,573165,670952,2018,,,,Asia,,,,,Series A,2020-10-09,12.00,Series A,"Alpine Capital, Hash Capital, OUE, Undisclosed Investors, Xinjun Liang",,,,,,,,,Computer Hardware & Services,Infrastructure & Hosting,,,,Yes
Coinplug,coinplug.com,"Coinplug is a blockchain developing company providing services and solutions in the fields of Identity & Authentication, Payment, and Assets Management.Coinplug released Korea's first Bitcoin ATM back in 2014 and the following year it launched a prepaid Bitcoin card. In 2016 Coinplug successfully launched the world’s first commercialization case with KB Kookmin Card which consisted of a blockchain-based authentication solution. Some of Coinplug’s clients and partners include Hyundai Card, LG CNS, telecoms like SK and KT, and banks including the Bank of Korea, Woori Bank, and KB Kookmin Bank.",E-Commerce,South Korea,13.94,"Ki Hyun Joo (Founder), Ryan Uhr (CEO), Richard Yun (COO)","Silverblue, Chol Hwan Kim, Threshold Ventures, Tim Draper, BOKWANG Venture Capital, Capstone Partners, DSC Investment, Jiyoung Park, Mirae Asset Venture Investment, Atinum Investment, KB Investment, SBI Investment, Smilegate Investment",,,Blockchain,,Alive / Active,98539,75323,2013,,,,Asia,,Seongnam,"20, Pangyoyeok-ro 146beon-gil, Bundang-gu 11F, Office H",13529,Series B - II,2019-10-24,6.40,Series B,"KB Investment, Mirae Asset Venture Investment, Smilegate Investment",,,,,,,,,Internet,Marketplace,,,,Yes
Limitless Holding,limitlessholding.com,"Limitless operates as a global blockchain startup studio and the team behind metaverse unicorn. The company builds a global virtual sales, marketing, and service platform. The company is based in Nicosia, Cyprus.",Internet Software & Services,Cyprus,12.50,,Next Earth,,,Blockchain,,Alive / Active,747462,870833,,,,,Europe,,Nicosia,"Stasikratous 35, Crystal Offices, 3rd Floor Flat/Office 301, Christou Morfaki Building",1065,Corporate Minority,2022-04-29,12.50,Corporate Minority,Next Earth,,,,,,,,,Internet,Asset & Financial Management & Trading,,,,No
Vauld,vauld.com,"Vauld provides its users with a customer-centric banking solution leveraging blockchain. It was founded in 2018 and is based in Singapore. On July 5th, 2022, Vauld was acquired by Nexo. The terms of the transaction were not disclosed.",Internet Software & Services,Singapore,27.00,"Darshan Bathija (CEO), Jatin Mazalcar (CFO), Sanju Kurian (CTO)","Coinbase Ventures, LuneX Ventures, Pantera Capital, Robert Leshner, CMT Digital, Cadenza Ventures, CoinShares, Robot Ventures, Valar Ventures, gumi Cryptos, Nexo",,,"Banking, Blockchain, Fintech",,Acquired,598552,699187,2018,,,Nexo,Asia,,,"160 Robinson Road, #14-04",068914,Series A,2021-07-29,25.00,Series A,"CMT Digital, Cadenza Ventures, CoinShares, Coinbase Ventures, Pantera Capital, Robert Leshner, Robot Ventures, Valar Ventures, gumi Cryptos",,,,,,,,,Internet,Asset & Financial Management & Trading,Acquired,2022-07-05,Nexo,Yes
Planetarium Labs,planetariumlabs.com,"Planetarium Labs is an open source, community-driven Web3 game company focused on delivering the future of entertainment through decentralized content and technologies. The company is building a gaming ecosystem based on Libplanet blockchain technology. Its goal with the choice is to allow players to participate in the game network and offer the chance to play a major role in the open-source content development. Planetarium Labs is based in Singapore.",Internet Software & Services,Singapore,32.00,,"Animoca Brands, Krust, Samsung NEXT, WeMade Entertainment",,,"Blockchain, Gaming",,Alive / Active,778650,905386,,,,,Asia,,,,,Series A,2022-07-07,32.00,Series A,"Animoca Brands, Krust, Samsung NEXT, WeMade Entertainment",,,,,,,,,Internet,Gaming,,,,Yes
ICONLOOP,iconloop.com,"ICONLOOP is a blockchain technology company specialized in the implementation and design of blockchain technology. ICONLOOP has developed my-ID, a blockchain-based digital ID (DID) service; loopchain, a blockchain core engine; and DPASS, a blockchain-based self-sovereign identity authentication service.",Internet Software & Services,South Korea,13.40,"JongHyup Kim (CEO), Keun Jae Kim (CFO), Hyeokgon Ryu (CTO)","Korea Technology Finance Corporation, TS Investment, Danal Co., K-Growth, KCLAVIS Investment, KIWOOM Investment, Korea Asset Investment Securities Co., Pathfinder H",,,"Blockchain, Cybersecurity, Digital ID In Fintech",Secure Transactions (Financial Services),Alive / Active,411488,491879,2016,"Blocko, Cambridge Blockchain, ConsenSys, Digital Asset, Evernym, R3, SecureKey Technologies, Spring Labs",,,Asia,,Seoul,"100, Cheonggyecheon-ro 3F Signature Tower",04542,Bridge,2020-06-08,5.00,Bridge,"Danal Co., K-Growth, KCLAVIS Investment, KIWOOM Investment, Korea Asset Investment Securities Co., Pathfinder H, TS Investment",,,,,,,,,Internet,Monitoring & Security,,,,Yes
Irreverent Labs,irreverentlabs.com,"Irreverent Labs is developing hundred-year artificial intelligence games where NPCs will live digital lives as NFTs on the blockchain. The company was founded in 2021 and is based in Sheridan, Wyoming.",Internet Software & Services,United States,45.00,Rahul Sood (CEO),"Advancit Capital, Andreessen Horowitz, Keen Crypto, MANTIS Venture Capital, Unlock Venture Partners, Capitoria, Infinity Ventures Crypto, Michael Ovitz, Solana Labs, Sonam Kapoor",,,"Digital Health, Blockchain, Gaming, Artificial Intelligence",,Alive / Active,688180,802329,2021,,,,North America,Wyoming,Sheridan,1309 Coffeen Avenue Suite 3901,82801,Series A,2022-05-06,40.00,Series A,"Andreessen Horowitz, Capitoria, Infinity Ventures Crypto, Michael Ovitz, Solana Labs, Sonam Kapoor, Undisclosed Investors",,,,,,,,,Internet,Gaming,,,,Yes
Chainflip,chainflip.io,"Chainflip is a decentralized protocol that enables cross-chain trading between different blockchains. The company was founded in 2020 and is based in Berlin, Germany.",Internet Software & Services,Germany,10.00,"Chris McCabe (Founder), Simon Harman (CEO), Niklas Husten (COO), Tom Nash (CTO)","Blockchain Capital, Framework Ventures, Pantera Capital",,,Blockchain,,Alive / Active,671329,781619,2020,,,,Europe,,Berlin,Edisonstraße 63,,Seed VC,2022-05-11,10.00,Seed VC,"Blockchain Capital, Framework Ventures, Pantera Capital",,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
Symbridge,symbridge.com,Symbridge is a blockchain technology-powered ecosystem for investing in and trading digital assets like crypto and asset-backed tokens.,Internet Software & Services,United States,9.00,"Michael McGuire (Founder), Alexander Kravets (CEO), Sean Bowden (CFO), David Josse (CTO), Angela Ceccarelli (Chief Marketing Officer), Joshua Oliver (Chief Compliance Officer)",Traxys,,,Blockchain,,Alive / Active,701410,819072,2019,,,,North America,Connecticut,Greenwich,,,Corporate Minority,2022-01-06,9.00,Corporate Minority,Traxys,,,,,,,,,Internet,Asset & Financial Management & Trading,,,,No
ADDX,addx.co,"ADDX operates a blockchain-based infrastructure platform. Its platform allows issuers to raise capital from the issuance of their security tokens, and for investors to access attractive STO investment opportunities. The company serves clients operating in the financial sector. The company was formerly known as iSTOX. It was founded in 2017 and is based in Singapore.",Mobile Software & Services,Singapore,118.00,"Danny Toe (Founder), Darius Liu (Founder), Oi-Yee Choo (CEO), Inmoo Hwang (COO)","Heliconia Capital Management, Singapore Exchange, Phatra Capital, Tokai Tokyo Financial Holdings, Hanwha Asset Management, Development Bank of Japan, JIC Venture Growth Investments, Juroku Bank, Mobile Internet Capital, Hamilton Lane Advisors, Krungsri Finnovate, Stock Exchange of Thailand, UOB",,,"Blockchain, Wealth Tech, Capital Markets Tech, Fintech",,Alive / Active,358514,420826,2017,"DBS Bank, Hg Exchange, InvestaX, Moonfare",,,Asia,,,"8 Kallang Avenue, Aperia Tower One #13-01/04",339509,Series A - IV,2022-05-24,58.00,Series A,"Hamilton Lane Advisors, Krungsri Finnovate, Stock Exchange of Thailand, UOB",,,,,,,,,Mobile & Telecommunications,Asset & Financial Management & Trading,,,,Yes
Lightspark,lightspark.com,"Lightspark is exploring, building, and extending the capabilities and utility of Bitcoin. It plans to dive deeper into the Lightning Network. The company was founded in 2022 and is based in Los Angeles, California.",Internet Software & Services,United States,175.00,,"Andreessen Horowitz, Coatue Management, Felix Capital, Matrix Partners, Paradigm, Ribbit Capital, Thrive Capital, Zeev Ventures",,,Blockchain,,Alive / Active,751892,875825,2022,,,,North America,California,Los Angeles,,,Series A,2022-05-12,175.00,Series A,"Andreessen Horowitz, Coatue Management, Felix Capital, Matrix Partners, Paradigm, Ribbit Capital, Thrive Capital, Undisclosed Investors, Zeev Ventures",,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
Aztec,aztecprotocol.com,"Aztec develops a protocol bringing bank-grade privacy to the Ethereum public blockchain, allowing market participants to transact in a private manner and eliminating counterparty risk.",Internet Software & Services,United Kingdom,19.10,"Thomas Walton Pocock (Founder), Zachary Williamson (Founder), Joe Andrews (Chief Product Officer)","Charlie Songhurst, ConsenSys Mesh, Entrepreneur First, Move37, Samos Investments, Coinbase Ventures, Ethereal Ventures, Paradigm, Stani Kulechov, Vitalik Buterin",,,"Blockchain, Fintech, Cybersecurity",,Alive / Active,361535,424888,2018,,,,Europe,England,London,2 Leonard Circus,,Series A,2021-12-16,17.00,Series A,"Ethereal Ventures, Paradigm, Stani Kulechov, Vitalik Buterin",,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
Ignite,ignite.com,"Ignite runs the Cosmos Network, a decentralized network of independent, scalable, and interoperable blockchains. The company was formerly known as Tendermint.",Internet Software & Services,United States,9.00,"Jae Kwon (Founder), Peng Zhong (President), Chris Abejon (COO), Cheryl Hoy (Chief Marketing Officer)","1confirmation, Bain Capital, Paradigm",,,Blockchain,,Alive / Active,377976,446968,2014,"Solana Labs, Toposware","Tendermint Ventures, B-Harvest",,North America,California,Berkeley,2014 Shattuck,94704,Series A,2019-03-14,9.00,Series A,"1confirmation, Bain Capital, Paradigm",,,,,,,,,Internet,Science & Engineering,,,,Yes
Canaan,canaan.io,Canaan (NASDAQ: CAN) specializes in producing Blockchain servers and designing ASIC microprocessor solutions.,Specialty Computer Hardware,China,43.00,"Timothy Shannon (GP), Joydeep Bhattacharyya (GP), Julie Papanek Grant (GP)","Baopu Asset Management, Jin Jiang International, Tunlan Investment, Yangtze Delta Region Institute of Tsinghua University",,,"Digital Health, Blockchain, Artificial Intelligence, Conference Exhibitors, Semiconductors, Chips, and Advanced Electronics",,IPO / Went public,256717,29776,2013,"Cambricon, Enflame, Graphcore, Groq, Iluvatar CoreX, Intellifusion, KnuEdge, Movidius, Mythic",Proof of Existence,,Asia,Beijing,Beijing,"1-2 Floor, QianFang Science Building C ZPark 27#, Haidian District",,Series A,2017-05-05,43.00,Series A,"Baopu Asset Management, Jin Jiang International, Tunlan Investment",REDACTED,REDACTED,,,,REDACTED,,,Computer Hardware & Services,,IPO,2019-11-21,Public,Yes
